system_id,name,purpose,parent_domain,affected_populations,affected_institutions,scope,classification,architecture_decision,authoritative_institution_requirement,major_dependencies,sensitive_data_classes,failure_abuse_consequences,human_rights_implications,required_specialists,required_standards,assurance_certification,accessibility_nondigital_alternatives,deployment_operating_model,lifecycle_status,maturity_target_y5,maturity_target_y10,maturity_target_y20,first_wave_funding_status,doc11_mapping,never_centralize_globally,notes
D-FIN-001,Open-banking account verification bridge,Account verify,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,partial,SD-FIN,false,
D-FIN-002,Instant payment rail adapters,Payment rails,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,partial,SD-FIN,false,
D-FIN-003,Merchant acquiring compliance kit,Merchant compliance,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,3,5,framework-only,SD-FIN,false,
D-FIN-004,AML CFT institutional workflow,Regulated AML,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-FIN,true,
D-FIN-005,Monetary institution interfaces,No Civizen currency issuance,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,prohibit-global-central,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,3,absent,SD-FIN,true,
D-FIN-006,Capital markets reporting bridge,Markets,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-FIN,true,
D-FIN-007,Insurance policy registry bridge,Insurance,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,absent,SD-FIN,false,
D-FIN-008,Remittance corridor toolkit,Remittances,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-FIN,false,
D-FIN-009,Credit reporting consent bridge,Credit,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-FIN,false,
D-FIN-010,Digital asset path (disabled),Remain disabled until decided,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,prohibit-global-central,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,1,2,absent,SD-FIN,true,
D-TAX-001,Taxpayer account bridge,Tax IDs,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-TAX,false,
D-TAX-002,Return filing gateway,Filing,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-TAX,false,
D-TAX-003,Withholding remittance reporting,Withholding,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,absent,SD-TAX,false,
D-TAX-004,Public budget publication system,Budgets,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,SD-TAX,false,
D-TAX-005,Customs duties bridge,Customs,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-TAX,false,
D-TAX-006,Property tax assessment bridge,Property tax,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-TAX,false,
D-EDU-001,Learner credential wallet,Education credentials,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,SD-EDU,false,
D-EDU-002,Institution accreditation registry,Schools,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,hidden-in-J-II,SD-EDU,false,
D-EDU-003,Civizen Study learning platform,Learning surfaces,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,4,5,6,partial,existing_product,false,
D-EDU-004,Professional qualification verification,Qualifications,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,SD-EDU,false,
D-EDU-005,Research grant administration,Research grants,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-006,Apprenticeship skills registry,Skills,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-007,Student aid intake system,Student aid,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-SCI-001,Open research repository,Papers/data,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,SD-SCI,false,
D-SCI-002,Research ethics review workflow,IRB/ethics,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-SCI,false,
D-SCI-003,Patent prior-art bridge,IP offices,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-SCI,false,
D-SCI-004,Knowledge ontology service,Ontologies,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-SCI,false,
D-SCI-005,Lab safety equipment registry,Lab safety,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-SCI,false,
D-HOU-001,Land cadastre bridge,Cadastre,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,hidden-in-J-II,SD-HOU,false,
D-HOU-002,Property title evidence locker,Title evidence,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,absent,SD-HOU,false,
D-HOU-003,Building permit cases,Permits,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-HOU,false,
D-HOU-004,Social housing intake,Housing aid,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-HOU,false,
D-HOU-005,Urban planning publication,Zoning pubs,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-HOU,false,
D-HOU-006,Homelessness services coordination,Homelessness,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-HOU,false,
D-FOO-001,Food safety inspection cases,Inspections,domain.food_agriculture_water_supply,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-FOO,false,
D-FOO-002,Agricultural registry bridge,Ag registries,domain.food_agriculture_water_supply,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-FOO,false,
D-FOO-003,Water utility account bridge,Water utilities,domain.food_agriculture_water_supply,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-FOO,false,
D-FOO-004,Food supply-chain provenance,Traceability,domain.food_agriculture_water_supply,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-FOO,false,
D-FOO-005,Food-security early warning,Early warning,domain.food_agriculture_water_supply,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-FOO,false,
D-ENE-001,Energy utility outage bridge,Energy utilities,domain.energy_natural_resources,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-ENE,false,
D-ENE-002,DER registry patterns,Distributed energy,domain.energy_natural_resources,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-ENE,false,
D-ENE-003,Extractive license registry,Extractives,domain.energy_natural_resources,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-ENE,false,
D-ENE-004,Emissions carbon MRV toolkit,MRV,domain.energy_natural_resources,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ENE,false,
D-TRA-001,Vehicle licensing bridge,Licensing,domain.transport_mobility_logistics,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,hidden-in-J-II,SD-TRA,false,
D-TRA-002,Public transit account interop,Transit,domain.transport_mobility_logistics,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-TRA,false,
D-TRA-003,Freight logistics document interop,Freight docs,domain.transport_mobility_logistics,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-TRA,false,
D-TRA-004,Paratransit eligibility registry,Disability mobility,domain.transport_mobility_logistics,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-TRA,false,
D-TRA-005,Road safety incident reporting,Safety,domain.transport_mobility_logistics,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-TRA,false,
D-COM-001,Telecom SIM registration bridge,Where lawful,domain.communications_digital_infra,residents_and_institutions,governments_operators_partners,jurisdictional,integration,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-COM,true,
D-COM-002,Connectivity equity map,Universal service map,domain.communications_digital_infra,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-COM,false,
D-COM-003,Public broadcasting archive bridge,Archives,domain.communications_digital_infra,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-COM,false,
D-COM-004,Spectrum license publication,Spectrum pubs,domain.communications_digital_infra,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-COM,false,
D-ENV-001,Environmental permit cases,Permits,domain.environment_climate_biodiversity_waste,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ENV,false,
D-ENV-002,Pollution monitoring exchange,Monitoring data,domain.environment_climate_biodiversity_waste,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ENV,false,
D-ENV-003,Protected area registry,Biodiversity areas,domain.environment_climate_biodiversity_waste,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-ENV,false,
D-ENV-004,Waste EPR tracking toolkit,Waste/EPR,domain.environment_climate_biodiversity_waste,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-ENV,false,
D-ENV-005,Climate adaptation project registry,Adaptation,domain.environment_climate_biodiversity_waste,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ENV,false,
D-SOC-001,Benefits eligibility intake,Benefits intake,domain.social_protection_disability_aging_family,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-SOC,false,
D-SOC-002,Disability accommodations registry,Accommodations,domain.social_protection_disability_aging_family,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,SD-SOC,false,
D-SOC-003,Child protection cases,Children — J authority,domain.social_protection_disability_aging_family,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,highly_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,absent,SD-SOC,true,
D-SOC-004,Pension benefits bridge,Pensions,domain.social_protection_disability_aging_family,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-SOC,false,
D-SOC-005,Caregiver support registry,Caregivers,domain.social_protection_disability_aging_family,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-SOC,false,
D-SOC-006,Homelessness services coordination,Homelessness,domain.social_protection_disability_aging_family,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-SOC,false,
